Rating,Helpfullness,Review Title,Reviewer Name,Review Date,Review Text
10,6 out of 11 found this helpful,Great storyline with strong message,tasnimabir,17 May 2020,"Very well-crafted story for a crime thriller. The making was even more crafty. The inside message about the rotten system, society & government proves the courage of the makers to make this happen."
10,6 out of 11 found this helpful,OH MY DOG!,benighted2005,16 May 2020,"Paatal Lok is well defined show that is strongly scripted, attached with subliminal propensities. Fans of Sacred Games, Mirzapur, Gangs of Wasseypur and even The Family Man will appreciate the content. But let it be said - that it is realistic, well thought out and it gains strength to strength. I took 24 hours to finish the show. I suggest you take no longer. Some power house performances from men who have since earned the right for their names to be remembered by heart. So many characters, well woven; this is excellent, deep and beyond cynical reproach. My rating of 10 is wholly deserved."
10,6 out of 11 found this helpful,Simply the Best!!!!!,chatabhinav,16 May 2020,"The Best and most REALISTIC looking show for the longest time.....much much better than the super loud/flamboyant/unrealistic and greatly overrated ""Sacred Games"" and kudos to the makers to cast Jaideep Ahlawat....the most and I mean it the most underrated actor in Hindi films."
10,6 out of 11 found this helpful,A dark and gory look at India's underbelly,saudrehman-38260,16 May 2020,"A very 'Fincheresque' look at the wicked underbelly of Delhi and the adjoining cow belt. Not that this has not been done before, but this seems so refreshingly well written and executed on screen that its almost unputdownable once you start watching it.
It is based on the book by Tarun Tejpal 's 2009 novel, The Story of My Assassins.
Excellent layered story and well etched characters with varying shades of grey.
Paatal Lok, is told from the viewpoint of a washed-out cop played by Jaideep Ahlawat who gets a case which he thinks is his chance at glory and promotion. When we first meet him he is, like Morgan Freeman's Detective Somerset in Se7en, giving a rookie a rambling lecture on the irredeemable nature of human beings. Jaideep Ahlawat has really given the performance of a lifetime.
I do not want to give the story but just wanted to highlight that within the story there is so much subtle commentary on the sad situation in today's majoritarian India. The bigotry, greed, hypocrisy, class and religious divide in India is excellently blended into the script. The corporatisation of the media industry is an idea that is also explored through a subplot. In fact, there are so many themes, plots and subplots in this, you are extremely overwhelmed watching it.
The characters have been very well enacted especially say, the rookie Muslim cop Ansari who must put with the casual bigotry in the workplace while still passionately doing his job with unflinching honesty. All the 4 criminals who have been brutalized in the past by their circumstances especially the hammer wielding Hathoda Tyagi are also very well enacted. In a majoritarian society, they are from the wrong caste, religion and sexuality. However they are all vital for the kind of dirty work that nobody else wants to do and disposable too.
The only gripe could be the gruesome violence, sex and expletives used. But I guess the writers wanted the viewer to feel the horror and make them flinch.
Paatal Lok is an intense exploration of Indian society both its immorality but also its redeeming qualities.
This is a must watch for anyone."
8,6 out of 11 found this helpful,Missed chance to become best Indian web series.,bipinshuklabs,16 May 2020,"It would be the best webseries if they have given enough screens to hathaudya tyagi, masterji & villains & removed some media parts. editing was average because of that first 3 episodes were too slow. Direction, screenplay, acting & writing was excellent that's the positive point of this series. Overall it was good content. Because of some flaws I'm giving 8/10"
10,8 out of 16 found this helpful,Best dark indian story after gangs of wasseypur,tilaktilak-60776,19 May 2020,Dark story. Dark characters and fabulous actors. A brilliant series. Raw. Untamed. Ruthless. Loved it.
9,8 out of 16 found this helpful,Perfectly crafted series of events,alokdb8,18 May 2020,"One of the best crime thrillers of all time.
The near to perfect script and gripping story.
There are some scenes where Sanjeev Mehra is briefed, Sara is always present which questions the confidentiality of police or CBI way of presenting. Rest is impeccable"
10,8 out of 16 found this helpful,One of the best series,akshadg-64669,18 May 2020,One of the best series I've seen. Every single episode is more exciting than the other one
10,8 out of 16 found this helpful,A gem of a TV show.,mukaantaneja,18 May 2020,"A gem of a TV show.This covers everything you need in a TV show with action, thriller, suspense,and love"
10,8 out of 16 found this helpful,This is one of the best series ever,bhawnaroy-41453,18 May 2020,This is one of the best series ever.No show can match this level of intelligence and the suspense. It's worth spending time watching this show
10,8 out of 16 found this helpful,Wonderful,ambikasawane,18 May 2020,This turns out to be a high profile case and lands up to the Hathi Ram's table which gives him a chance to proof himself worthy.
10,8 out of 16 found this helpful,Touches burning issues,arshdeeppec,17 May 2020,Superb acting and screenplay with topics relevant in these times
10,8 out of 16 found this helpful,Amazing,rajkumarsagar-68692,17 May 2020,A must watch series...see the acting ..hathi ram choudhary...Last two episode are amazing u will connect all incidents..that will blow ur mind.Locations are almost real.
10,8 out of 16 found this helpful,So good that i decided to write a review.,sumitazm03,17 May 2020,"This show is so good that many Indians can't face the reality and are giving 1 star .
Don't be misled by them. Just watch it and decide yourself.
And if you are here just to know about Story, Cast, Acting , Direction etc then i must say everything is 10 out of 10 ."
10,8 out of 16 found this helpful,Engaging,television221b,17 May 2020,"Brilliant acting by all cast, story is also inspired by ongoing events that make to the headlines in the media regardless if it is the truth or not. Good thing it is an online web series, it wouldn't have been passed by censor board otherwise, kudos to the makers, hope more is yet to come."
10,8 out of 16 found this helpful,Kya Baat..... Kya Baat.... Kya Baat......,mandipchawla,17 May 2020,"Very engaging, superb acting, and far far better then Sacred Game and Mirzapur"
10,8 out of 16 found this helpful,Perfect series,jahanbaxi,17 May 2020,"One of the best series ever made
some r trying to say its paropoganda dudes common if u feel any parpoganda file a case on amazone but u people never won u know veey well"
10,8 out of 16 found this helpful,Awesome series jaydeep ahlawat strong player,vinodkshambhani,17 May 2020,Awesome series jaydeep ahlawat strong player of this series.. all actors has given there 100% ..
